label,message,processed_message,token_count
0,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,"['u', 'love', 'someone', 'dont', 'make', 'love', 'u', 'much', 'u', 'love', 'much', 'dont', 'want', 'loved', 'anyone', 'except', 'gud', 'nit']",18
0,Pls she needs to dat slowly or she will vomit more.,"['pls', 'need', 'dat', 'slowly', 'vomit']",5
0,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order","['yo', 'call', 'get', 'chance', 'friend', 'mine', 'wanted', 'ask', 'big', 'order']",10
0,"I noe la... U wana pei bf oso rite... K lor, other days den...","['noe', 'la', 'u', 'wana', 'pei', 'bf', 'oso', 'rite', 'k', 'lor', 'day', 'den']",12
0,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...","['found', 'way', 'get', 'another', 'app', 'phone', 'eh', 'go', 'net', 'cafe', 'take', 'job', 'geeee', 'need', 'babe', 'crave', 'see']",17
0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,"['cool', 'like', 'swimming', 'pool', 'jacuzzi', 'house']",6
0,Does she usually take fifteen fucking minutes to respond to a yes or no question,"['usually', 'take', 'fifteen', 'fucking', 'minute', 'respond', 'yes', 'question']",8
0,I am in tirupur.  call you da.,"['tirupur', 'call', 'da']",3
0,No but the bluray player can,"['bluray', 'player']",2
0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,"['feel', 'mr', 'real', 'valentine', 'yo', 'valentine', 'even', 'tho', 'u', 'hardly', 'play']",11
0,Anything lor is she coming?,"['anything', 'lor', 'coming']",3
1,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,"['reply', 'win', 'weekly', 'fifa', 'world', 'cup', 'held', 'send', 'stop', 'end', 'service']",11
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas","['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'sh', 'jas']",17
0,Nobody can decide where to eat and dad wants Chinese,"['nobody', 'decide', 'eat', 'dad', 'want', 'chinese']",6
0,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.","['hello', 'sort', 'town', 'already', 'dont', 'rush', 'home', 'eating', 'nacho', 'let', 'know', 'eta']",12
0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,"['leaving', 'qatar', 'tonite', 'search', 'went', 'add', 'ur', 'prayer']",8
1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,"['new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girl', 'live', 'ur', 'phone', 'detail', 'text', 'horny', 'cancel', 'send', 'stop']",20
0,Do you like Italian food?,"['like', 'italian', 'food']",3
0,K..give back my thanks.,"['k', 'give', 'back', 'thanks']",4
0,"That's fine, have him give me a call if he knows what he wants or has any questions","['fine', 'give', 'call', 'know', 'want', 'question']",6
0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,"['adult', 'would', 'learn', 'experience', 'real', 'danger', 'dont', 'like', 'peep', 'using', 'drug', 'dont', 'need', 'comment']",14
0,How many times i told in the stage all use to laugh. You not listen aha.,"['many', 'time', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']",8
0,"K I'm leaving soon, be there a little after 9","['k', 'leaving', 'soon', 'little']",4
0,Huh so early.. Then ü having dinner outside izzit?,"['huh', 'early', 'ü', 'dinner', 'outside', 'izzit']",6
0,Yo! Howz u? girls never rang after india. L,"['yo', 'howz', 'u', 'girl', 'never', 'rang', 'india', 'l']",8
0,I'll meet you in the lobby,"['meet', 'lobby']",2
1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)","['simpson', 'movie', 'released', 'july', 'name', 'band', 'died', 'start', 'film', 'day', 'day', 'day', 'send', 'b', 'c']",15
1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,"['hi', 'sue', 'year', 'old', 'work', 'lapdancer', 'love', 'sex', 'text', 'live', 'bedroom', 'text', 'sue', 'textoperator']",14
0,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,"['forced', 'eat', 'slice', 'really', 'hungry', 'tho', 'suck', 'mark', 'getting', 'worried', 'know', 'sick', 'turn', 'pizza', 'lol']",15
0,Full heat pa:-) i have applyed oil pa.,"['full', 'heat', 'pa', 'applyed', 'oil', 'pa']",6
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,"['scotland', 'hope', 'showing', 'jjc', 'tendency', 'take', 'care', 'live', 'dream']",9
0,Small problem in auction:)punj now asking tiwary,"['small', 'problem', 'auction', 'punj', 'asking', 'tiwary']",6
0,It only does simple arithmetic not percentages.,"['simple', 'arithmetic', 'percentage']",3
1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,"['gsoh', 'good', 'spam', 'lady', 'u', 'could', 'b', 'male', 'gigolo', 'join', 'uk', 'fastest', 'growing', 'men', 'club', 'reply', 'oncall', 'mjzgroup', 'reply', 'stop', 'msg']",21
0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs","['know', 'wot', 'people', 'wear', 'shirt', 'jumper', 'hat', 'belt', 'know', 'r', 'cribbs']",11
0,"Haha awesome, be there in a minute","['haha', 'awesome', 'minute']",3
0,I'm leaving my house now.,"['leaving', 'house']",2
0,Sent me ur email id soon,"['sent', 'ur', 'email', 'id', 'soon']",5
0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","['life', 'strict', 'teacher', 'bcoz', 'teacher', 'teach', 'lesson', 'amp', 'conduct', 'exam', 'life', 'first', 'conduct', 'exam', 'amp', 'teach', 'lesson', 'happy', 'morning']",19
0,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,"['u', 'ever', 'get', 'song', 'stuck', 'head', 'reason', 'wo', 'go', 'away', 'til', 'u', 'listen', 'like', 'time']",15
0,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,"['haha', 'mayb', 'u', 'rite', 'u', 'know', 'well', 'da', 'feeling', 'liked', 'someone', 'gd', 'lor', 'u', 'faster', 'go', 'find', 'one', 'gal', 'group', 'attached', 'liao']",22
0,Ü give me some time to walk there.,"['ü', 'give', 'time', 'walk']",4
0,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready","['taking', 'derek', 'amp', 'taylor', 'walmart', 'back', 'time', 'done', 'leave', 'mouse', 'desk', 'text', 'priscilla', 'ready']",14
0,So u workin overtime nigpun?,"['u', 'workin', 'overtime', 'nigpun']",4
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,"['meeting', 'u', 'work', 'tel', 'shall', 'work', 'tomorrow']",7
0,Will ü b going to esplanade fr home?,"['ü', 'b', 'going', 'esplanade', 'fr', 'home']",6
0,Ya very nice. . .be ready on thursday,"['ya', 'nice', 'ready', 'thursday']",4
0,Can. Dunno wat to get 4 her...,"['dunno', 'wat', 'get']",3
0,"Theoretically yeah, he could be able to come","['theoretically', 'yeah', 'could', 'able', 'come']",5
0,I can make lasagna for you... vodka...,"['make', 'lasagna', 'vodka']",3
0,We got a divorce. Lol. She.s here,"['got', 'divorce', 'lol']",3
0,Where are you lover ? I need you ...,"['lover', 'need']",2
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+","['guaranteed', 'latest', 'nokia', 'phone', 'ipod', 'player', 'prize', 'txt', 'word', 'collect']",10
0,Dad says hurry the hell up,"['dad', 'say', 'hurry', 'hell']",4
0,Love it! I want to flood that pretty pussy with cum...,"['love', 'want', 'flood', 'pretty', 'pussy', 'cum']",6
0,It's ok lar. U sleep early too... Nite...,"['ok', 'lar', 'u', 'sleep', 'early', 'nite']",6
0,Thats cool. How was your day?,"['thats', 'cool', 'day']",3
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.","['pls', 'pls', 'send', 'mail', 'know', 'relative', 'coming', 'deliver', 'know', 'cost', 'risk', 'benefit', 'anything', 'else', 'thanks']",15
0,Howz that persons story,"['howz', 'person', 'story']",3
1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994","['thanks', 'ringtone', 'order', 'reference', 'charged', 'gbp', 'per', 'week', 'unsubscribe', 'anytime', 'calling', 'customer', 'service']",13
0,I'm in a movie. Call me 4 wat?,"['movie', 'call', 'wat']",3
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,"['alfie', 'moon', 'child', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'txt', 'tone', 'charity', 'nokias', 'poly', 'charity', 'polys', 'zed', 'profit', 'charity']",19
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,"['sad', 'story', 'man', 'last', 'week', 'wife', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish']",16
0,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,"['ok', 'tell', 'stay', 'yeah', 'tough', 'optimistic', 'thing', 'improve', 'month']",9
0,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,"['wuld', 'without', 'baby', 'thought', 'alone', 'mite', 'break', 'wan', 'na', 'go', 'crazy', 'everyboy', 'need', 'lady', 'xxxxxxxx']",15
0,Are you willing to go for aptitude class.,"['willing', 'go', 'aptitude', 'class']",4
0,Yes. Nigh you cant aha.,"['yes', 'nigh', 'cant', 'aha']",4
0,Hi mom we might be back later than  &lt;#&gt; ,"['hi', 'mom', 'might', 'back', 'later', 'lt', 'gt']",7
0,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO","['please', 'come', 'imin', 'urgoin', 'reallyneed', 'dontplease', 'dontignore', 'mycalls', 'u', 'thecd', 'tome']",11
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,"['mobile', 'mths', 'update', 'latest', 'orange', 'phone', 'free', 'save', 'free', 'call', 'text', 'yes', 'callback', 'orno', 'opt']",15
0,Alex says he's not ok with you not being ok with it,"['alex', 'say', 'ok', 'ok']",4
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,"['haha', 'money', 'leh', 'later', 'got', 'go', 'tuition', 'haha', 'looking', 'empty', 'slot', 'driving', 'lesson']",13
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.","['sir', 'hope', 'day', 'going', 'smoothly', 'really', 'hoped', 'wont', 'bother', 'bill', 'ca', 'settle', 'month', 'extra', 'cash', 'know', 'challenging', 'time', 'also', 'let', 'know']",21
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols","['neither', 'sterm', 'voice', 'studying', 'fine', 'sure', 'thing', 'resolved', 'tho', 'anyway', 'fab', 'hols']",12
0,* Am on my way,['way'],1
0,And stop being an old man. You get to build snowman snow angels and snowball fights.,"['stop', 'old', 'man', 'get', 'build', 'snowman', 'snow', 'angel', 'snowball', 'fight']",10
0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,"['many', 'thing', 'antibiotic', 'used', 'chest', 'abdomen', 'gynae', 'infection', 'even', 'bone', 'infection']",11
0,Da is good good player.why he is unsold.,"['da', 'good', 'good', 'unsold']",4
0,"fyi I'm at usf now, swing by the room whenever","['fyi', 'usf', 'swing', 'room', 'whenever']",5
0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,"['agree', 'stop', 'thinkin', 'ipad', 'please', 'ask', 'macho', 'question']",8
0,Yar... I tot u knew dis would happen long ago already.,"['yar', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']",10
0,Shall call now dear having food,"['shall', 'call', 'dear', 'food']",4
0,My friends use to call the same.,"['friend', 'use', 'call']",3
0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,"['hope', 'ur', 'head', 'hurt', 'much', 'ploughing', 'way', 'pile', 'ironing', 'staying', 'chinky', 'tonight', 'come', 'round', 'like']",15
0,Ya just telling abt tht incident..,"['ya', 'telling', 'abt', 'tht', 'incident']",5
0,Ok lor thanx... Ü in school?,"['ok', 'lor', 'thanx', 'ü', 'school']",5
0,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""","['amazing', 'quote', 'sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']",14
0,Jus came back fr lunch wif my sis only. U leh?,"['jus', 'came', 'back', 'fr', 'lunch', 'wif', 'si', 'u', 'leh']",9
0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,"['posible', 'dnt', 'live', 'lt', 'gt', 'century', 'cm', 'frwd', 'n', 'thnk', 'different']",11
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ","['congrats', 'year', 'special', 'cinema', 'pas', 'call', 'c', 'suprman', 'v', 'etc', 'free', 'dont', 'miss']",13
0,Whatsup there. Dont u want to sleep,"['whatsup', 'dont', 'u', 'want', 'sleep']",5
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com","['hi', 'mobile', 'lt', 'gt', 'added', 'contact', 'list', 'great', 'place', 'send', 'free', 'sm', 'people', 'visit']",14
0,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite","['awesome', 'question', 'cute', 'answer', 'someone', 'asked', 'boy', 'ur', 'life', 'smiled', 'amp', 'answered', 'fine', 'gudnite']",14
0,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,"['aiyo', 'bit', 'pai', 'seh', 'ü', 'noe', 'scared', 'dun', 'rem', 'die', 'hee', 'become', 'better', 'lookin', 'oredi', 'leh']",16
0,Wish i were with you now!,['wish'],1
0,Got it! It looks scrumptious... daddy wants to eat you all night long!,"['got', 'look', 'scrumptious', 'daddy', 'want', 'eat', 'night', 'long']",8
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,"['life', 'never', 'much', 'fun', 'great', 'came', 'made', 'truly', 'special', 'wo', 'forget', 'enjoy', 'one']",13
0,Shopping? Eh ger i toking abt syd leh...Haha,"['shopping', 'eh', 'ger', 'toking', 'abt', 'syd', 'leh', 'haha']",8
0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,"['reach', 'office', 'around', 'lt', 'decimal', 'gt', 'amp', 'mobile', 'problem', 'get', 'voice', 'call', 'asa', 'free']",14
0,Have you got Xmas radio times. If not i will get it now,"['got', 'xmas', 'radio', 'time', 'get']",5
0,"Nope, I'm still in the market","['nope', 'still', 'market']",3
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'pls', 'reply']",12
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk","['sexy', 'st', 'george', 'day', 'pic', 'jordan', 'txt', 'pic', 'dont', 'miss', 'every', 'wk', 'saucy', 'celeb', 'pic', 'c']",16
0,Ok. Very good. Its all about making that money.,"['ok', 'good', 'making', 'money']",4
1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832","['thank', 'winner', 'notified', 'sm', 'good', 'luck', 'future', 'marketing', 'reply', 'stop', 'customer', 'service']",12
0,Is there any training tomorrow?,"['training', 'tomorrow']",2
0,U wake up already? Thanx 4 e tau sar piah it's quite nice.,"['u', 'wake', 'already', 'thanx', 'e', 'tau', 'sar', 'piah', 'quite', 'nice']",10
0,How dare you change my ring,"['dare', 'change', 'ring']",3
0,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..","['wen', 'u', 'miss', 'someone', 'person', 'definitely', 'special', 'u', 'person', 'special', 'miss', 'gdeve']",12
0,meet you in corporation st outside gap … you can see how my mind is working!,"['meet', 'corporation', 'st', 'outside', 'gap', 'see', 'mind', 'working']",8
0,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,"['freezing', 'home', 'yet', 'remember', 'kiss', 'mom', 'morning', 'love', 'think', 'missing', 'yet']",11
0,Hi dear we saw dear. We both are happy. Where you my battery is low,"['hi', 'dear', 'saw', 'dear', 'happy', 'battery', 'low']",7
0,I emailed yifeng my part oredi.. Can ü get it fr him..,"['emailed', 'yifeng', 'part', 'oredi', 'ü', 'get', 'fr']",7
0,"Tunde, how are you doing. This is just wishing you a great day. Abiola.","['tunde', 'wishing', 'great', 'day', 'abiola']",5
0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,"['finish', 'already', 'yar', 'keep', 'saying', 'mushy', 'embarrassed', 'ok']",8
0,U guys never invite me anywhere :(,"['u', 'guy', 'never', 'invite', 'anywhere']",5
0,Fffff. Can you text kadeem or are you too far gone,"['fffff', 'text', 'kadeem', 'far', 'gone']",5
0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,"['dont', 'know', 'support', 'as', 'srt', 'thnk', 'think', 'play', 'usb']",9
0,Dunno da next show aft 6 is 850. Toa payoh got 650.,"['dunno', 'da', 'next', 'show', 'aft', 'toa', 'payoh', 'got']",8
0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,"['eaten', 'day', 'sitting', 'staring', 'juicy', 'pizza', 'ca', 'eat', 'med', 'ruining', 'life']",11
0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com","['doesnt', 'make', 'sense', 'take', 'unless', 'free', 'need', 'know']",8
0,Bring it if you got it,"['bring', 'got']",2
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","['say', 'god', 'love', 'amp', 'need', 'clean', 'heart', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'pls', 'pls']",17
0,Gud mrng dear hav a nice day,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']",6
0,G wants to know where the fuck you are,"['g', 'want', 'know', 'fuck']",4
0,I am in office:)whats the matter..msg me now.i will call you at break:).,"['office', 'whats', 'matter', 'msg', 'call', 'break']",6
0,We confirm eating at esplanade?,"['confirm', 'eating', 'esplanade']",3
0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj","['lt', 'gt', 'fast', 'approaching', 'wish', 'u', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentine', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fool', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', 'happy', 'friendship', 'mother', 'father', 'teacher', 'childrens', 'day', 'amp', 'happy', 'birthday', 'u', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', 'lt', 'gt', 'good', 'morning', 'afternoon', 'evening', 'night', 'rememberi', 'first', 'wishing', 'u', 'raj']",62
1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,"['free', 'unlimited', 'hardcore', 'porn', 'direct', 'mobile', 'txt', 'porn', 'get', 'free', 'access', 'hr', 'chrgd', 'per', 'day', 'txt', 'stop', 'msg', 'free']",19
0,Happy New Year Princess!,"['happy', 'new', 'year', 'princess']",4
0,Uncle Abbey! Happy New Year. Abiola,"['uncle', 'abbey', 'happy', 'new', 'year', 'abiola']",6
0,"That's very rude, you on campus?","['rude', 'campus']",2
0,What time you thinkin of goin?,"['time', 'thinkin', 'goin']",3
0,"My planning usually stops at ""find hella weed, smoke hella weed""","['planning', 'usually', 'stop', 'find', 'hella', 'weed', 'smoke', 'hella', 'weed']",9
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","['entered', 'cabin', 'pa', 'said', 'happy', 'bos', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went']",14
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,"['ur', 'currently', 'pound', 'maximize', 'ur', 'send', 'go', 'cc']",8
0,Alright took the morphine. Back in yo.,"['alright', 'took', 'morphine', 'back', 'yo']",5
0,Ryder unsold.now gibbs.,"['ryder', 'gibbs']",2
0,Lil fever:) now fine:),"['lil', 'fever', 'fine']",3
0,How are you. Wish you a great semester,"['wish', 'great', 'semester']",3
1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,"['u', 'nokia', 'plus', 'free', 'digital', 'camera', 'u', 'get', 'u', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia']",16
0,Aiyah u did ok already lar. E nydc at wheellock?,"['aiyah', 'u', 'ok', 'already', 'lar', 'e', 'nydc', 'wheellock']",8
0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.","['tired', 'arguing', 'week', 'week', 'want']",5
1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,"['wow', 'boy', 'r', 'back', 'take', 'uk', 'tour', 'win', 'vip', 'ticket', 'vip', 'club', 'txt', 'club', 'trackmarque', 'ltd', 'info']",17
0,Thanks for sending this mental ability question..,"['thanks', 'sending', 'mental', 'ability', 'question']",5
0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","['parent', 'kidz', 'friend', 'n', 'colleague', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']",10
0,Is fujitsu s series lifebook good?,"['fujitsu', 'series', 'lifebook', 'good']",4
1,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,"['moby', 'pub', 'high', 'street', 'prize', 'u', 'know', 'new', 'duchess', 'cornwall', 'txt', 'first', 'name', 'stop', 'sp', 'arrow']",16
0,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,"['done', 'internet', 'connection', 'v', 'slow', 'send', 'try', 'later', 'first', 'thing', 'tomo']",11
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,"['yup', 'hey', 'one', 'day', 'fri', 'ask', 'miwa', 'jiayin', 'take', 'leave', 'go', 'karaoke']",12
0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.","['ahhhh', 'woken', 'bad', 'dream', 'u', 'tho', 'dont', 'like', 'u', 'right', 'didnt', 'know', 'anything', 'comedy', 'night', 'guess', 'im']",17
0,Also maaaan are you missing out,"['also', 'maaaan', 'missing']",3
0,"Sorry, I'll call later","['sorry', 'call', 'later']",3
0,Wow v v impressed. Have funs shopping!,"['wow', 'v', 'v', 'impressed', 'fun', 'shopping']",6
0,U don't remember that old commercial?,"['u', 'remember', 'old', 'commercial']",4
0,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,"['alrite', 'hunny', 'wot', 'u', 'didnt', 'end', 'goin', 'town', 'jus', 'da', 'pub', 'instead', 'jus', 'chillin', 'da', 'mo', 'bedroom', 'love', 'jen', 'xxx']",20
0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.","['nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'sorry', 'lor', 'da', 'guy', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'u', 'wan', 'meet', 'xy', 'ask', 'bring', 'u', 'along', 'next', 'meeting']",28
0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,"['see', 'message', 'r', 'u', 'leaving', 'congrats', 'dear', 'school', 'wat', 'r', 'ur', 'plan']",12
0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,"['nvm', 'going', 'wear', 'sport', 'shoe', 'anyway', 'going', 'late', 'leh']",9
0,"What's up bruv, hope you had a great break. Do have a rewarding semester.","['bruv', 'hope', 'great', 'break', 'rewarding', 'semester']",6
0,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8","['one', 'best', 'dialogue', 'cute', 'reltnship', 'wen', 'die', 'dont', 'come', 'near', 'body', 'bcoz', 'hand', 'may', 'come', 'wipe', 'ur', 'tear', 'time', 'gud']",20
